,Unnamed: 0,user_id,content,class_with,class_without,sentiment,user_name
249,249,1341335968570351617,today is iwd women are playing a crucial role in taking lead on climateaction we all have an important opportunity to provide effective mitigation and adaptation to achieve a sustainable future take climateactionnow internationalwomensday participation of young people is needed for the success of combating by embedding sgd in stem lessons we unleash the creativity of learners to innovate and implement climateaction projects in their homes schools and communities,3,0,Positive,GathinyeJoan
250,250,53293606,dear can you please stop this continuous unprecedentedevent bullshit it works against the fact two in events in years it makes it impossible for those given the job of cleaning up to understand the issues in globalwarming amp,3,2,Negative,steveirons
251,251,1209122899707224064,the town of banff announces up to rebate on ebikes for active transportation ebikes cargobikes cycling urbanmobility bikelife gobybike bikes morecycling,0,0,Negative,ebikesinternatl
252,252,475624182,loudspeaker press release European_Union must equip its agriculture with a food shield to face the consequences of two major crises the war in ukraine amp backhand_index_pointing_right thread on the latest from cc linked to ukrainerussiawar and impact on agriculture amp foodsecurity backhand_index_pointing_down,3,2,Positive,COPACOGECA
253,253,1461716693437214722,a total of people have been killed since the beginning of the australian floods this is a climate crisis cant we all see lets fight against climate change and save both lives and our planet climatecrisis climateemergency climatebrawl have no planet b the climate crisis is on and it need climate finance fff climatecrisis climateaction climatebrawl climatereport climatesolution fight against climate change continues for a better earth we should act now all is nothing if theres no climate justice climateactionnow shall not keep silent as fossils destroy our home we only have one home and that is earth lets fight the destruction of our planet now globe_showing_Americas fffjan climateactionnow,3,2,Positive,OmonukN
254,254,1018996249540907008,so rt regular farage is launching an antinet zero campaign in unrelated news net zero co is going to be pretty catastrophic for putins fossilfocused economic model russia lordhawhaw,3,2,Positive,GrahamA11114798
255,255,1386571328912830467,standwithukraine get off oil amp gas take putins power income amp influence switch to renewables putinwar,2,2,Neutral,MyZeroCarbon
256,256,3295574960,the australasian chapter of the new ipcc report made for sobering reading pages assessing separate studies on impacts adaptation amp vulnerability to ill summarise the key points below for australia starting with observed impacts then key risks along to this inperson event hobart or tune in online to find out findings from the new ipcc report direct from lead authors this is the st global update on impacts amp adaptation since march st pm hobart time,3,0,Negative,GrettaPecl
257,257,1106262646272069633,day strike for climate action peoplenotprofit climateaction fridaysforfuture make climate change action essential in i speak for the planet planttrees i select to take action through this one is too small to take action and no action is small it is these small things we do that accumulate climateaction climatejustice climatecrisis trees nature i do it for me for you and the planet as a whole joint efforts have greater impacts rise we speak for the planet climateactionnow is the thing now i am gonna do my best till i realize some change if it is nature i am on it climatejustice,3,2,Positive,256Solomon
258,258,171429034,do you also believe that women play a critical role in response to join us for the tweetchat to discuss why women should be at the forefront of the climateaction alarm_clock th march pm csrindia careforclimate iwd is expected to make existing water shortage worse with the support of our partners to strengthen climateaction csrindia incorporates genderresponsive strategies for waterconservation in rural areas careforclimate environmentcsrindia is conducting a pilot study to examine how gender mainstreaming can add value in india’s foreign policy primarily in the area of health amp humanitarian environment amp and trade amp commerce,3,0,Negative,CSR_India
